City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sisimiut,66.9395,-53.6735,5.58,72,23,2.71,GL,1719429075
365,sangmelima,2.9333,11.9833,20.57,98,100,1.22,CM,1719429076
366,nuku'alofa,-21.1333,-175.2,22.75,81,36,5.25,TO,1719429077
367,san patricio,28.017,-97.5169,34.53,66,100,5.51,US,1719429078
368,la mira,18.035,-102.3266,29.94,58,15,4.24,MX,1719429078
369,gunjur,13.2019,-16.7339,27.04,74,20,6.17,GM,1719429080
370,morinville,53.8001,-113.652,22.55,65,100,5.32,CA,1719429081
371,cabinda,-5.55,12.2,22.59,88,54,2.68,AO,1719429081
372,puerto deseado,-47.7503,-65.8938,3.64,87,90,9.59,AR,1719429082
373,saint-denis,48.9167,2.3333,29.43,48,0,3.09,FR,1719429083
374,san juan de miraflores,-12.1629,-76.9635,19.93,82,16,3.09,PE,1719429083
375,mugia,43.1041,-9.2179,21.2,87,13,9.62,ES,1719429084
376,gamay,12.3854,125.2979,24.74,95,100,2.54,PH,1719429084
377,cidreira,-30.1811,-50.2056,13.09,87,100,8.3,BR,1719429085
378,susuman,62.7833,148.1667,6.41,87,100,2.32,RU,1719429085
379,huron,41.1501,-82.5499,22.69,95,100,3.42,US,1719428788
380,wynyard,-41.0,145.7167,7.81,94,100,2.82,AU,1719429087
381,sungai penuh,-2.0833,101.3833,19.27,96,100,1.91,ID,1719429087
382,irbit,57.6705,63.071,12.42,93,40,2.06,RU,1719429088
383,reggane,26.7158,0.1714,41.51,7,0,2.11,DZ,1719429088
384,liberal,37.0431,-100.921,35.58,30,4,5.98,US,1719429089
385,mount pleasant,32.7941,-79.8626,35.02,76,75,5.66,US,1719428793
386,iwaki,37.05,140.8833,18.76,79,100,0.94,JP,1719429090
387,gadzhiyevo,69.2551,33.3362,11.17,67,100,2.55,RU,1719429091
388,williamston,35.8546,-77.0555,35.95,36,0,3.47,US,1719429091
389,george town,5.4112,100.3354,28.96,79,20,1.54,MY,1719428539
390,muluppilagadu,11.8,75.45,26.8,80,100,5.48,IN,1719429093
391,kayangel,8.0823,134.7173,28.32,77,82,4.69,PW,1719429093
392,shipunovo,52.1582,82.2173,20.4,78,40,3.16,RU,1719429094
393,moyynkum,44.2914,72.9469,31.69,21,54,6.26,KZ,1719429095
394,baie-comeau,49.2168,-68.1489,20.6,74,0,4.62,CA,1719429081
395,hirara,24.8,125.2833,28.89,74,100,5.89,JP,1719429096
396,murzuq,25.9155,13.9184,34.48,12,0,4.89,LY,1719429097
397,abuyog,10.6667,125.05,25.4,95,95,3.33,PH,1719429097
398,saint-pierre,-21.3393,55.4781,19.82,77,40,4.63,RE,1719429098
399,tongouson,5.0214,120.1328,26.22,89,100,6.96,PH,1719429099
400,christchurch,-43.5333,172.6333,8.3,93,75,1.54,NZ,1719428849
401,guli,28.8833,120.0333,23.32,98,100,1.25,CN,1719429100
402,kirensk,57.7853,108.1119,15.52,90,92,2.11,RU,1719429100
403,east ballina,-28.8667,153.5833,14.33,80,52,2.54,AU,1719429101
404,kilimatinde,-5.85,34.95,18.31,47,1,1.01,TZ,1719429102
405,yuzhno-kurilsk,44.0306,145.8556,10.49,84,100,1.44,RU,1719429102
406,zav'yalovo,56.7847,53.3776,12.44,88,100,1.42,RU,1719429103
407,sievi,63.9,24.5,17.05,72,12,2.51,FI,1719429103
408,la sarre,48.8002,-79.1996,15.55,43,100,3.16,CA,1719429044
409,farasan,16.7022,42.1183,32.85,59,39,7.78,SA,1719429105
410,puerto baquerizo moreno,-0.9,-89.6,25.55,89,40,5.25,EC,1719429105
411,afaahiti,-17.75,-149.2833,25.93,82,89,10.3,PF,1719429106
412,kolonia,50.9333,6.95,28.87,66,0,1.54,DE,1719429106
413,san pedro pochutla,15.7333,-96.4667,33.73,53,93,4.49,MX,1719428890
414,kapa'a,22.0752,-159.319,27.99,81,40,5.14,US,1719429108
415,dwarka,22.2394,68.9678,29.01,84,100,3.89,IN,1719429109
416,manggar,-2.8833,108.2667,27.17,84,6,3.01,ID,1719429110
417,santyoku,37.4406,129.1708,20.3,73,0,3.75,KR,1719429111
418,chernyshevskiy,63.0128,112.4714,11.32,56,56,1.16,RU,1719429112
419,kinablangan,7.6947,126.5503,23.81,88,99,2.7,PH,1719429113
420,jinghong,21.991,100.7341,22.44,99,100,0.2,CN,1719429114
421,chengde,40.9725,117.9361,18.97,52,100,1.0,CN,1719429115
422,leongatha,-38.4833,145.95,9.07,96,81,2.5,AU,1719429116
423,saguenay,48.4168,-71.0657,16.2,67,95,6.34,CA,1719429117
424,al jumum,21.6169,39.6981,32.82,27,100,2.69,SA,1719428949
425,alot,23.7667,75.55,31.58,64,100,2.09,IN,1719429118
426,nicoya,10.1483,-85.452,28.38,78,100,0.64,CR,1719429119
427,mizan teferi,6.9833,35.5833,16.35,94,100,1.34,ET,1719429120
428,cafayate,-26.073,-65.9761,20.37,11,99,2.9,AR,1719429120
429,barra de santo antonio,-9.4047,-35.5072,26.6,77,5,4.29,BR,1719429121
430,fonte boa,-2.4959,-66.2662,31.95,56,14,1.71,BR,1719429122
431,tolanaro,-25.0319,46.9987,20.04,83,40,3.09,MG,1719429122
432,saldanha,-33.0117,17.9442,14.75,73,0,2.73,ZA,1719429123
433,dunedin,-45.8742,170.5036,7.67,94,1,2.68,NZ,1719429123
434,recani,31.2846,-4.2688,35.76,8,0,9.31,MA,1719429124
435,kasongo-lunda,-6.4667,16.8167,23.53,33,27,1.1,CD,1719429124
436,sodankyla,67.4167,26.6,14.58,74,1,2.38,FI,1719429125
437,tidjikja,18.5564,-11.4271,39.53,9,5,3.98,MR,1719429126
438,bamboo flat,11.7,92.7167,25.05,100,100,1.03,IN,1719429126
439,rio verde,21.9333,-99.9833,29.68,49,0,2.0,MX,1719428875
440,borogontsy,62.6683,131.1683,9.66,66,100,1.98,RU,1719429127
441,suva,-18.1416,178.4415,19.71,100,20,0.0,FJ,1719429129
442,salinas,36.6777,-121.6555,30.87,74,0,6.69,US,1719429129
443,msowero,-6.5333,37.2,21.77,64,83,0.89,TZ,1719429130
444,urangan,-25.3,152.9,17.33,96,100,2.24,AU,1719429130
445,metsamor,40.073,44.2896,19.1,42,40,2.06,AM,1719429131
446,mumbwa,-14.9783,27.0619,15.91,54,43,4.09,ZM,1719429131
447,suntar,62.1444,117.6319,11.36,80,100,1.44,RU,1719429132
448,qamdo,31.1667,97.2333,7.97,90,83,2.01,CN,1719429133
449,boumerdas,36.7664,3.4772,26.08,49,14,6.11,DZ,1719429133
450,mata-utu,-13.2816,-176.1745,27.98,73,24,8.3,WF,1719429134
451,port macquarie,-31.4333,152.9167,12.16,99,40,0.89,AU,1719429134
452,becancour,46.3334,-72.4324,25.3,59,19,5.11,CA,1719429135
453,mexico,15.0646,120.7198,25.84,81,100,1.97,PH,1719428284
454,sola,-13.8833,167.55,26.54,78,99,10.67,VU,1719429136
455,reyes,-14.3167,-67.3833,24.98,78,75,2.57,BO,1719429137
456,pontianak,-0.0333,109.3333,25.42,89,100,0.28,ID,1719429137
457,saginaw,43.3334,-84.0333,27.08,64,0,6.17,US,1719429058
458,sao vicente,-23.9631,-46.3919,33.1,49,11,1.34,BR,1719429138
459,pruzhany,52.5567,24.4644,19.92,73,3,2.25,BY,1719429139
460,kimberley,-28.7323,24.7623,9.83,50,0,0.51,ZA,1719429140
461,chinchilla,-26.75,150.6333,13.34,97,100,0.99,AU,1719429141
462,conde,-7.2597,-34.9075,26.7,78,75,5.66,BR,1719429141
463,podilsk,47.7578,29.5298,19.28,63,19,2.0,UA,1719429142
464,patzun,14.6833,-91.0167,21.02,87,85,1.43,GT,1719429142
465,bode saadu,8.9333,4.7833,27.51,70,99,2.2,NG,1719429143
466,cabedelo,-6.9811,-34.8339,27.37,81,7,5.68,BR,1719429144
467,konarka,19.9,86.1167,28.22,80,5,3.16,IN,1719429144
468,camana,-16.6228,-72.7111,17.31,83,85,4.64,PE,1719429145
469,penzance,50.1186,-5.5371,17.38,87,100,5.38,GB,1719429145
470,pechory,57.8164,27.6119,19.7,71,0,2.01,RU,1719429146
471,otjimbingwe,-22.35,16.1333,18.53,33,0,3.62,NA,1719429146
472,flekkefjord,58.2971,6.6607,16.64,75,0,1.56,NO,1719429147
473,pervomayskoye,43.919,46.7102,17.53,69,100,4.75,RU,1719429148
474,port saint john's,-31.6229,29.5448,17.92,83,37,2.86,ZA,1719429148
475,valle nacional,17.7833,-96.3167,35.04,47,78,2.7,MX,1719429149
476,lintong,34.378,109.2089,22.9,61,2,2.49,CN,1719429149
477,north battleford,52.7834,-108.2847,20.78,53,100,2.33,CA,1719429150
478,celestun,20.8667,-90.4,31.83,63,100,3.02,MX,1719429150
479,inarajan village,13.2736,144.7484,28.54,86,98,7.9,GU,1719429151
480,rikaze,29.25,88.8833,16.86,46,100,3.17,CN,1719429152
481,satuek,15.297,103.2919,25.23,88,100,2.23,TH,1719429152
482,harper,4.375,-7.7169,24.66,87,100,3.56,LR,1719429153
483,ceeldheer,3.8488,47.1806,25.05,86,99,9.65,SO,1719429153
484,kill devil hills,36.0307,-75.676,32.0,72,75,8.75,US,1719429154
485,soio,-6.1349,12.3689,22.4,89,33,3.55,AO,1719429155
486,abashiri,44.0213,144.2697,10.45,79,1,3.63,JP,1719429156
487,puerto el triunfo,13.2833,-88.55,27.11,82,100,2.56,SV,1719429156
488,belur,13.1667,75.8667,20.49,92,93,7.39,IN,1719429157
489,marsh harbour,26.5412,-77.0636,28.1,72,100,1.36,BS,1719429157
490,mermoz boabab,14.7065,-17.4758,27.31,79,4,6.43,SN,1719429158
491,majene,-3.5403,118.9707,24.4,89,74,3.01,ID,1719429158
492,dorogobuzh,54.915,33.2972,17.11,85,99,1.06,RU,1719429159
493,thunder bay,48.4001,-89.3168,15.77,50,41,2.37,CA,1719429031
494,sechura,-5.5569,-80.8222,24.8,56,24,5.6,PE,1719429160
495,bay city,43.5945,-83.8889,27.06,61,0,6.17,US,1719429161
496,wanganui,-39.9333,175.05,8.0,87,19,3.23,NZ,1719429161
497,salmon arm,50.6998,-119.3024,25.68,31,100,1.29,CA,1719429162
498,ranau,5.9538,116.6641,21.21,98,100,0.14,MY,1719429162
499,ghormach,35.7306,63.7826,29.06,22,0,1.49,AF,1719429163
500,taperoa,-7.2075,-36.8267,29.48,39,2,6.75,BR,1719429164
501,inirida,3.8653,-67.9239,30.83,64,100,0.31,CO,1719429164
502,obudu,6.6674,9.1716,24.02,94,100,2.47,NG,1719429165
503,yaren,-0.5472,166.916,28.96,75,30,6.12,NR,1719429165
504,abilene,32.4487,-99.7331,39.54,38,0,2.06,US,1719428907
505,saint-philippe,-21.3585,55.7679,19.77,77,91,6.18,RE,1719429167
506,tripoli,32.8752,13.1875,24.81,66,0,3.81,LY,1719429167
507,revda,56.801,59.9303,10.9,94,100,1.37,RU,1719429168
508,qarauyl,48.9451,79.255,24.13,34,0,2.79,KZ,1719429168
509,kerikeri,-35.2268,173.9474,11.62,86,0,4.02,NZ,1719429169
510,port augusta,-32.5,137.7667,8.32,57,0,2.79,AU,1719429169
511,princeton,25.5384,-80.4089,33.0,72,75,7.2,US,1719429170
512,cockburn town,21.4612,-71.1419,28.23,88,71,8.33,TC,1719429171
513,llanes,43.4198,-4.7549,20.92,88,100,1.09,ES,1719429171
514,xihe,31.6864,113.4659,21.61,94,100,0.96,CN,1719429172
515,maceio,-9.6658,-35.7353,26.69,83,75,2.06,BR,1719429172
516,mulanur,10.7667,77.7167,26.19,71,100,7.1,IN,1719429173
517,qashyr,53.0675,76.1036,22.6,50,5,4.34,KZ,1719429173
518,mangrol,21.1167,70.1167,27.64,86,100,7.8,IN,1719429174
519,searcy,35.2506,-91.7363,28.0,69,0,2.57,US,1719429175
520,kuanda,56.3161,116.0806,15.45,90,98,0.84,RU,1719429175
521,lauro de freitas,-12.8944,-38.3272,27.01,65,40,2.57,BR,1719428887
522,bijie,27.3125,105.2942,17.29,98,100,0.78,CN,1719429176
523,bengkulu,-3.8004,102.2655,25.15,89,62,1.96,ID,1719429177
524,luderitz,-26.6481,15.1594,23.14,30,0,7.42,NA,1719429178
525,mirnyy,62.5353,113.9611,11.41,67,95,1.18,RU,1719429179
526,hilton head island,32.2163,-80.7526,34.06,72,40,5.66,US,1719429010
527,biloela,-24.4167,150.5,15.81,96,100,1.22,AU,1719428986
528,forster,-32.1667,152.5167,13.06,86,22,2.98,AU,1719429181
529,pavlogradka,54.2024,73.5592,22.53,48,94,4.52,RU,1719429181
530,angatuba,-23.4897,-48.4128,29.11,30,90,7.55,BR,1719429182
531,moab,38.5733,-109.5498,36.45,24,17,0.45,US,1719429182
532,lautoka,-17.6167,177.4667,20.92,83,20,0.0,FJ,1719429184
533,puerto lempira,15.2667,-83.7667,31.51,63,100,4.79,HN,1719429184
534,north bend,43.4065,-124.2243,19.43,77,100,6.17,US,1719429185
535,chom thong,18.4174,98.6743,25.14,96,99,1.17,TH,1719429185
536,tsiombe,-25.3,45.4833,19.23,67,12,5.23,MG,1719429186
537,yatou,37.15,122.3833,18.38,88,0,2.42,CN,1719429187
538,calbuco,-41.768,-73.1273,11.56,91,100,6.44,CL,1719429188
539,altai,46.3722,96.2583,16.54,60,100,1.3,MN,1719429188
540,klaksvik,62.2266,-6.589,10.51,92,100,5.96,FO,1719429189
541,ravar,31.2656,56.8055,32.76,15,100,1.49,IR,1719429190
542,ar rutbah,33.0381,40.2848,32.25,18,0,4.07,IQ,1719429190
543,ta`u,-14.2336,-169.5144,26.66,70,100,7.02,AS,1719429191
544,duiwelskloof,-23.6934,30.14,12.55,88,55,1.06,ZA,1719429192
545,copiapo,-27.3667,-70.3333,15.83,8,100,2.21,CL,1719429143
546,zhigalovo,54.8097,105.1578,13.41,94,100,0.63,RU,1719429193
547,ouesso,1.6136,16.0517,24.33,85,100,0.75,CG,1719429193
548,port hedland,-20.3167,118.5667,16.03,82,0,2.57,AU,1719429194
549,clarksburg,39.2807,-80.3445,33.06,61,0,4.12,US,1719429190
550,el porvenir,13.7617,-87.3458,28.63,80,98,2.03,HN,1719429195
551,quang ngai,15.1167,108.8,24.67,91,100,1.77,VN,1719429196
552,ruteng,-8.6136,120.4721,16.79,99,20,0.34,ID,1719429196
553,gebeit,21.0667,36.3167,30.33,23,100,2.17,SD,1719429197
554,vilyuysk,63.7553,121.6247,12.34,69,100,2.08,RU,1719429197
555,yanykurgan,43.915,67.2481,31.52,16,6,6.2,KZ,1719429198
556,salalah,17.0151,54.0924,29.05,89,75,3.6,OM,1719429199
557,center,31.5107,-96.4247,34.22,69,40,2.56,US,1719429199
558,delmiro gouveia,-9.3886,-37.9992,28.27,53,75,4.67,BR,1719429200
559,villa mercedes,-33.6757,-65.4578,18.02,16,0,7.92,AR,1719429200
560,herkimer,43.0256,-74.986,29.34,42,100,3.13,US,1719429201
561,yoro,15.1333,-87.1333,31.29,51,40,2.06,HN,1719429201
562,nadi,-17.8,177.4167,21.0,83,20,0.0,FJ,1719429202
563,soe,-9.8607,124.284,16.08,96,31,1.67,ID,1719429203
564,rakops,-21.0167,24.3333,15.82,51,2,6.53,BW,1719429203
